0;Малая иллюзия;Трюк, иллюзия;1 действие;30 футов;С, М ;1 минута;(немного овечьей шерсти) Вы создаете звук или образ объекта в пределах дальности заклинания. Он существует, пока действует заклинание, пока вы не отзовете его в качестве действия, или пока не произнесете это заклинание снова.   Если вы создаете звук, то его громкость может варьироваться от шептока до крика. Это может быть ваш или чей-то голос, рык льва, бой барабанов или любой другой звук на ваш выбор. Звук раздается неослабевая, пока действует заклинание, или вы можете создать отдельные звуки, раздающиеся через промежутки времени.   Если вы создаете образ объекта, например стула, следов или маленького сундука, то он должен умещаться в куб со стороной 5 футов. Образ не может создавать звуки, свет, запах или любой другой сенсорный эффект. Физическое взаимодействие с образом дает понять, что это иллюзия, поскольку сквозь нее проходят вещи.   Если существо использует действие, чтобы изучить звук или образ, оно может определить, что это иллюзия, если сделает успешную проверку Интеллекта (Анализ) против вашего КС заклинаний. Если существо узнает, что это иллюзия, то она становится более слабой для него.;Чародей;
0;Ядовитые брызги;Трюк, призыв;1 действие;10 футов;В, С;мгновенно; Вы простираете руку в сторону существа, которое можете видеть в пределах дальности заклинания, и выпускаете облако ядовитого газа из вашей ладони. Цель должна совершить спасбросок по Телосложению или получит 1d12 урона ядом.   Урон этого заклинания увеличивается на 1d12 по достижении 5 уровня (2d12), 11 уровня (3d12) и 17 уровня (4d12);Чародей;
0;Фокусы;Трюк, преобразование;1 действие;10 футов;В, С;До 1 часа; Заклинание представляет собой простой магический трюк, который используют начинающие маги для тренировок. Вы создаете один из следующих эффектов в пределах дальности заклинания: <br>-Вы создаете мгновенны, безвредный сенсорный эффект, например дождь искр, дуновение ветерка, тихую мелодиюили странный запах. <br>-Вы мгновенно зажигаете или тушите свечу, факел или маленький костер. <br>-Вы мгновенно очищаете или пачкаете объект объемом не более 1 кубического фута. <br>-Вы охлаждаете, нагреваете или ароматизируете до 1 кубического фута неживого вещества на 1 час. <br>-На выбранном вами объекте или поверхности появляется знак или символ, который исчезает через 1 час. <br>-Вы создаете немагическую безделушку или иллюзорный образ в вашей руке, который существует до конца вашегоследующего хода. Если вы произнесете это заклинание несколько раз подряд, то можете поддерживать до трех не мгновенных эффектов одновременно и можете отменить любой из них в качестве действия.;Чародей;
0;Луч холода;Трюк, проявление;1 действие;60 футов;В, С;мгновенно; Холодный луч голубовато-белого света устремляется к цели в пределах дальности заклинания. Сделайте Выную атаку дальнего боя в против этой цели. При попадании она получает 1d8 урона холодом, а ее скорость уменьшается на 10 футов до начала вашего следующего хода.   Урон заклинания увеличивается на 1d8, когда вы достигаете 5 уровня (2d8), 11 уровня (3d8) и 17 уровня (4d8).;Чародей;
0;Электрошок;Трюк, проявление;1 действие;Касание;В, С;мгновенно; Из вашей руки вырывается молния и шокирует цель, которой вы касаетесь. Сделайте Выную атаку ближнего боя против цели. Если она одета в металлические доспехи, то вы получаете преимущество на бросок атаки. При попадании цель получает 1d8 урона молнией и не может совершать реакции до начала ее следующего хода.   Урон этого заклинания увеличивается на 1d8 по достижении 5 уровня (2d8), 11 уровня (3d8) и 17 уровня (4d8).;Чародей;
0;Меткий удар;Трюк, прорицание;1 действие;30 футов;С;Конц-я, до 1 раунда; Вы протягиваете руку и указываете пальцем на существо в пределах дальности заклинания. Ваша магия на мгновение позволяет вам увидеть слабые места в защите цели. В ваш следующий ход, вы получаете преимущество на первый бросок атаки против этой цели, если заклинание не закончилось.;Чародей;
1;Горящие руки;1 круг проявление;1 действие;Вы (15-футов конус);В, С;мгновенно; Вы поднимаете руки, соединив большие пальцы, а остальные выставив вперед. Тонкая пелена пламени устремляется вперед с ваших кончиков пальцев. Каждое существо в конусе 15 футов должно сделать спасбросок по Ловкости. В случае провала оно получат 3d6 урона огнем, а в случае успеха - половину этого урона.   Огонь поджигает любые воспламеняющиеся объекты в области, если они не находятся в чьем-то владении.   На более высоких кругах. Если вы произносите заклинание, расходуя ячейку 2 круга или выше, то урон увеличивается на 1d6 за каждый круг выше первого.;Чародей;
1;Очаровать персону;1 круг очарование;1 действие;30 футов;В, С;1 час; Вы пытаетесь очаровать гуманоида, которого видите в пределах дальности заклинания. Он должен совершить спасбросок по Мудрости. Если вы или ваши компаньоны сражаетесь с ним, то он получает преимущество на этот бросок.  В случае провала, он очарован вами до тех пор, пока заклинание закончится, или вы или ваши компаньоны нанесете ему любой вред. Очарованное существо считает вас дружеским знакомым. Когда заклинание заканчивается, существо осознает, что оно было очаровано вами.   На более высоких кругах. Если вы произносите заклинание, используя ячейку 2 круга или выше, то можете использовать это заклинание на одну дополнительную цель за каждый круг выше первого. Существа должны находиться в пределах 30 футов друг от друга, когда вы применяете на них заклинание.;Чародей;
1;Разноцветный шар;1 круг проявление;1 действие;90 футов;В, С, M ;мгновенно;(алмаз стоимостью 50 зм) Вы запускаете сферу энергии диаметром 4 дюйма в существо, которое можете видеть в пределах дальности заклинания. Выберите тип урона: кислота, холод, огонь, яд, молния или звук, а затем сделайте Выную атаку дальнего боя против цели. При попадании существо получает 3d8 урона выбранного типа.   На более высоких кругах. Если вы произносите заклинание, используя ячейку 2 круга или выше, то урон увеличивается на 1d8 за каждый круг выше первого.;Чародей;
1;Разноцветные брызги;1 круг иллюзия;1 действие;Вы (15-футов конус);В, С, M ;1 раунд;(щепотка порошка или песка красного, желтого или голубого цвета) Ослепительный шквал сверкающих, разноцветных брызг вылетает из вашей руки. Бросьте 6d10;Чародей;
1;Понимание языков (Ритуал);1 круг прорицание;1 действие;Вы;В, С, M ;1 час;(щепотка сажи и соли) Пока действует заклинание, вы понимаете буквальное значение любого разговорного языка, который слышите. Вы также понимаете любую письменность, но для этого должны касаться поверхности, на которой написаны слова. На прочтение одной страницы текста уходит около 1 минуты.   Это заклинание не позволяет расшифровывать секретные послания или магические знаки в текстах, поскольку они не являются частью письменного языка.;Чародей;
1;Обнаружение магии(Ритуал);1 круг прорицание;1 действие;Вы;В, С;Конц-я, до 10 мин; Пока действует заклинание, вы чувствуете наличие магии в 30 футах вокруг вас. Если вы чувствуете магию таким образом, то в качестве действия вы можете увидеть ауры всех существ и предметов в области, наделенных магией, вы также узнаете школу магии, если она есть. Заклинание проходит через большинство препятствий, но его останавливает камень толщиной 1 фут, металл толщиной 1 дюйм, тонкий слой свинца, дерево или земля толщиной 3 фута.;Чародей;
1;Маскировка;1 круг иллюзия;1 действие;Вы;В, С;1 час; Благодаря этому заклинанию ваша одежда, доспехи, оружие и другое одетое снаряжение выглядят иначе, пока оно действует. Вы можете казаться на 1 фут выше или ниже, или быть толще или стройнее. Вы не можете изменить тип своего тела, поэтому должны выбрать форму, которая имеет такое же расположение конечностей. В остальном вид иллюзии зависит от вас.   Изменения, созданные этим заклинанием, легко заметны при физическом обследовании. Например, если вы используете его, чтобы создать шляпу у себя на голове, то объекты будут проходить через неё;Чародей;
1;Поспешное отступление;1 круг преобразование;1 бонусное действие;Вы;В, С;Конц-я, до 10 мин; Это заклинание позволяет вам двигаться с невероятной скоростью. Сразу после произнесения и в качестве дополнительного действия каждый следующий ход, пока заклинание действует, вы можете совершать Рывок.;Чародей;
1;Псевдожизнь;1 круг некромантия;1 действие;Вы;В, С, M ;1 час;(небольшое количество алкоголя или дистиллированого спирта) Наделяя себя некромантским подобием жизни, вы получаете 1d4 +4 временных ОЗ, пока действует заклинание.   На более высоких кругах. Если вы произносите заклинание, используя ячейку 2 круга или выше, то получаете 5 временных ОЗ дополнительно за каждый круг выше первого.;Чародей;
1;Медленное падение;1 круг преобразование;1 реакция;60 футов;В, М;1 минута;(маленькое перо или кусочек пуха) Реакция, которую вы совершаете, когда вы или существо в пределах 60 футов от вас падает Выберите до пяти падающих существ в пределах дальности заклинания. Скорость падения существ снижается до 60 футов за раунд, пока не закончится заклинание. Если существо приземлятеся до окончания заклинания, то оно не получает урона от падения и может приземлиться на ноги. После этого заклинание заканчивается.;Чародей;
1;Облако тумана;1 круг призыв;1 действие;120 футов;В, С;Конц-я, до 1 часа; В указанной вами точке в пределах дальности заклинания возникает сфера тумана радиусом 20 футов. Туман огибает углы, а его область считается сильно затемненной. Туман существует до тех пор, пока действует заклинание, или пока умеренный ветер (не менее 10 миль в час) не развеет его.   На более высоких кругах. Если вы произносите заклинание, используя ячейку 2 круга или выше, то радиус тумана растет на 20 футов каждый круг выше первого.;Чародей;
1;Прыжок;1 круг преобразование;1 действие;Касание;В, С, M ;1 минута;(задняя ножка кузнечика) Вы касаетесь существа. Пока действует заклинание, его дальность прыжка увеличивается втрое.;Чародей;
1;Доспехи мага;1 круг ограждение;1 действие;Касание;В, С, M ;8 часов;(кусочек обработанной кожи) Вы касаетесь согласного существа, которое не одето в доспехи, и защитная магия окружает его на время действия заклинания. КБ цели становится 13 + его модификатор Ловкости. Заклинание заканчивается, если цель одевает доспехи или отменяет заклинание в качестве действия.;Чародей;
1;Магическая стрела;1 круг проявление;1 действие;120 футов;В, С;мгновенно; Вы создаете три сверкающих заряда магической энергии. Каждый заряд попадает в выбранное вами существо в пределах дальности заклинания. Заряд наносит 1d4 + 1 урона силой. Все заряды наносят удар одновременно, и вы можете направить их в одну цель или в несколько.   На более высоких кругах. Если вы произносите заклинание, используя ячейку 2 круга или выше, то заклинание создает один дополнительный заряд за каждый круг выше первого.;Чародей;
1;Луч болезни;1 круг некромантия;1 действие;60 футов;В, С;мгновенно; Зеленый луч болезненной энергии устремляется к выбранной цели в пределах дальности заклинания. Совершите против нее Выную атаку дальнего боя. При попадании цель получает 2d8 урона ядом и должно сделать спасбросок по Телосложению. При провале существо отравляется до конца вашего следующего хода.   На более высоких кругах. Если вы произносите заклинание, используя ячейку 2 круга или выше, то урон увеличивается на 1d8 за каждый круг выше первого.;Чародей;
1;Щит;1 круг ограждение;1 реакция;Вы;В, С;1 раунд; 1 реакция, которую вы совершаете, когда по вам попадают атакой или заклинанием магическая стрела Невидимый барьер магической силы появляется и защищает вас. До начала вашего следующего хода, вы получаете +5 к КБ, включая ту атаку, которая спровоцировала это заклинание, а магическая стрела не наносит урона.;Чародей;
1;Безмолвный образ;1 круг иллюзия;1 действие;60 футов;В, С, M ;Конц-я, до 10 мин;(кусочек овечьей шерсти) Вы создаете образ объекта, существа или другого видимого явления размером не более куба со стороной 15 футов. Образ появляется в любом месте в пределах дальности заклинания и длится указанное время. Образ является сугубо визуальным, он не сопровождается звуком, запахом или другими эффектами. В качестве действия вы можете переместить образ в пределах дальности заклинания. По мере предвижения вы можете изменять его вид, чтобы его передвижения казались естественными. Например, вы можете создать существо, и передвигая его, вы можете изменять образ так, чтобы казалось что оно идет.    Физическое взаимодействие с образом выявляет, что это иллюзия, поскольку вещи проходят сквозь него. Существо может исследовать образ в качестве действия, чтобы определить, что это иллюзия. Для этого оно должно сделать успешную проверку Интеллекта (Анализ) против вашего КС для заклинаний. Если существо распознало иллюзию, то оно может видеть сквозь образ.;Чародей;
1;Сон;1 круг очарование;1 действие;90 футов;В, С, M ;1 минута;(щепотка мелкого песка, лепестки роз или сверчок) Заклинание погружает существ в магический сон. Бросьте 5d8;Чародей;
1;Громовая волна;1 круг проявление;1 действие;Вы (15-футов куб);В, С;мгновенно; Вы испускаете волну оглушительной силы. Каждое существо в 15 футовом кубе должно сделать спасбросок по Телосложению. При провале оно получает 2d8 урона звуком и отталкивается на 10 футов от вас. В случае успеха оно получает половину этого урона и не отталкивается. Кроме того, любые незакрепленные объекты, полностью находящиеся в области действия заклинания, также отталкиваются на 10 футов от вас. Заклинание издает оглушительный гул, который слышно на расстоянии 300 футов.   На более высоких кругах. Если вы произносите заклинание, используя ячейку 2 круга или выше, то урон увеличивается на 1d8 за каждый круг выше первого.;Чародей;
1;Луч ведьмы;1 круг проявление;1 действие;30 футов;В, С, M ;Конц-я, до 1 мин;(веточка дерева, в которое попала молния) Сверкающий голубой луч энергии устремляется к выбранной цели в пределах дальности заклинания, формируя непрерывную электрическую дугу между вами и целью. Совершите против этой цели Выную атаку дальнего боя. При попадании цель получает 1d12 урона молнией. Пока действует заклинание, каждый свой ход в качестве действия вы можете автоматически нанести цели 1d12 урона молнией. Заклинание заканчивается, если вы совершаете любое другое действие. Оно также заканчивается, если цель оказывается за пределами дальности заклинания или получает полное укрытие от вас.   На более высоких кругах. Если вы произносите заклинание, используя ячейку 2 круга или выше, то начальный урон увеличивается на 1d12 за каждый круг выше первого.;Чародей;
2;Смена обличья;2 круг преобразование;1 действие;Вы;В, С;Конц-я, до 1 часа; Вы принимаете другую форму. Произнося заклинание, выберите один из следующих вариантов, который вступит в действие. Пока заклинание действует, вы можете отменить выбранный вариант в качестве действия и выбрать новый. Водная форма. Вы можете принять форму, подходящую для подводных условий, получая жабры и перепонки между пальцами. Вы можете дышать под водой и получаете водную скорость, которая равна вашей наземной скорости. Изменение внешности. Вы изменяете свой внешний вид, выбирая свой рост, вес, черты лица, голос, длину и цвет волос, а также отличительные характеристики. Вы можете принять форму другой расы, однако ваши параметры не изменяются. Вы можете принять форму существа другого размера, однако ваша базовая форма должна оставаться прежней (то есть, если вы двуногое существо, то не можете принять форму четвероногого). В любой момент, пока заклинание действует, вы можете изменить свою внешность в качестве действия. Природное оружие. У вас появляются когти, клыки, шипы, рога или другое природное оружие на ваш выбор. Ваши безоружные атаки наносят 1d6 дробящего, режущего или колющего урона в зависимости от выбранного природного оружия и вы получаете владение безоружным боем. Кроме того, природное оружие считается магическим и имеет бонус +1 к броскам атаки и урона.;Чародей;
2;Слепота/Глухота;2 круг некромантия;1 действие;30 футов;В;1 минута; Вы можете оглушить или ослепить врага. Выберите существо, которое можете видеть в пределах дальности заклинания. Оно должно сделать спасбросок по Телосложению. При провале цель слепнет или глохнет (на ваш выбор) на время действия заклинания. В конце каждого своего хода, цель может сделать повторный спасбросок по Телосложению. В случае успеха заклинание заканчивается.  На более высоких кругах. Если вы произносите заклинание, используя ячейку 3 круга или выше, то можете выбрать одно дополнительное существо за каждый круг выше второго.;Чародей;
2;Размытый образ;2 круг иллюзия;1 действие;Вы;В;Конц-я, до 1 мин; Ваше тело выглядит размытым и колеблющимся для всех, кто может видеть вас. Пока действует заклинание, все существа получают помеху на броски атаки против вас. Атакующий имеет иммунитет к этому эффекту, если он не полагается на зрение, например благодаря слеповидению, или может видеть сквозь иллюзии, например благодаря истинному зрению.;Чародей;
2;Облако кинжалов;2 круг призыв;1 действие;60 футов;В, С, M ;Конц-я, до 1 мин;(осколок стекла) Куб со стороной 5 футов вокруг выбранного вами места в пределах дальности заклинания заполняется крутящимися кинжалами. Существо получает 4d4 режущего урона, когда впервые за ход входит в область действия заклинания или начинает свой ход в ней.   На более высоких кругах. Если вы произносите заклинание, используя ячейку 3 круга или выше, то урон увеличивается на 2d4 за каждый круг выше второго.;Чародей;
2;Венец безумия;2 круг очарование;1 действие;120 футов;В, С;Конц-я, до 1 мин; Один гуманоид на ваш выбор, которого вы можете видеть в пределах дальности заклинания, должен сделать успешный спасбросок по Мудрости или будет очарован до конца действия заклинания. Пока цель очарована, на ее голове появляется искривленная корона из зазубренного железа, а в глазах сияет безумный свет.   Каждый свой ход очарованное существо должно совершать действие перед движением, атакуя в ближнем бою другое существо, которое вы телепатически указали ему. Цель может действовать нормально, если вы не выбрали существо для атаки или вокруг нет других существ.   Каждый последующий ход вы должны поддерживать контроль над целью, расходуя действие, или заклинание закончится. Кроме того, цель может делать спасбросок по Мудрости в конце каждого своего хода. В случае успеха заклинание заканчивается.;Чародей;
2;Тьма;2 круг проявление;1 действие;60 футов;В, М ;Конц-я, до 10 мин;(мех летучей мыши и капля смолы или кусок угля) Магическая тьма заполняет сферу радиусом 15 футов вокруг указаной вами точки в пределах дальности заклинания. Тьма огибает углы. Существо, обладающее темновидением, не может видеть сквозь эту тьму, а немагический свет не может осветить её.   Если выбранной вами точкой является объект, который не находится во владении другого существа, то тьма исходит от этого объекта и перемещается вместе с ним. Тьму можно заблокировать, полностью накрыв объект чем-то непрозрачным.   Если тьма пересекается с областью света, созданного заклинанием 2 круга или ниже, то заклинание, создавшее свет, рассеивается.;Чародей;
2;Темновидение;2 круг преобразование;1 действие;Касание;В, С, M ;8 часов;(щепотка сушеной моркови или агат) Вы касаетесь согласного существа, даруя ему способность видеть в темноте. Пока действует заклинание, существо имеет темновидение в радиусе 60 футов.;Чародей;
2;Чтение мыслей;2 круг прорицание;1 действие;Вы;В, С, M ;Конц-я, до 1 мин;(кусочек меди) Пока действует заклинание, вы можете читать мысли существ. В момент произнесения заклинания и затем в качестве действия каждый свой ход, вы можете сосредроточиться на разуме одного существа, которое вы можете видеть в пределах 30 футов от вас. Существа, которые имеют 3 и менее Интеллекта или не знают ни одного языка, не восприимчивы к заклинанию.   Сначала вы узнаете поверхностные мысли существа - то, о чем оно думает в данный момент. В качестве действия вы можете переключиться на другое существо или попытаться проникнуть глубже в разум текущего существа. Если вы решили проникнуть глубже, то цель должна сделать спасбросок по Мудрости. В случае провала вы узнаете о его размышлениях (если они есть), эмоциональном состоянии и вещах, которые оказывают большое влияние на него (беспокойства, объекты любви или ненависти). При успешном спасброске заклинание заканчивается. В любом случае цель знает, что вы проникаете в его разум, и если вы не переключились на другое существо, то в свой ход, в качестве действия она может сделать проверку Интеллекта против вашей проверки Интеллекта;Чародей;
